tag,profile,cls,p,coverage,coverage_sd,false_rate,false_rate_sd,chain_cov,chain_cov_sd,recloss,recloss_sd,irrec,irrec_sd,error_links,error_links_sd,irrec_links,irrec_links_sd,no_cert_links,no_cert_links_sd,fallback,fallback_sd,candidates,candidates_sd,ed_effort,ed_effort_sd,ed_error,ed_error_sd,ed_abstention,ed_abstention_sd,ed,ed_sd,secs,secs_sd
main,dense,combined,0.4,0.2052013888888889,0.006935443728475575,0.2747065922822012,0.025887859748869993,0.009208333333333334,0.002470217335420211,0.9497083333333334,0.007395841055098507,0.9915,0.002189822284439285,0.07781944444444444,0.008301119510054527,0.6265694444444444,0.006486212072044426,0.7169791666666667,0.007143332490796856,1.9825,0.05870993719249064,126.98470833333333,6.1009675334871085,3.2523470833333343,0.11806402794667382,11.672916666666667,1.245167926508179,215.09375,2.142999747239058,230.01901375,1.7193643530205207,0.021607700060121714,0.0014135407368007782
main,dense,correlation_ids,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006909429142251611,0.00024213943736287982
main,dense,correlation_ids,0.01,0.9948541666666667,0.0014556156799778092,0.0,0.0,0.9898333333333333,0.002931977358041871,0.0,0.0,0.010166666666666668,0.0029319773580418684,0.0,0.0,0.0016944444444444444,0.0004886628930069781,0.005145833333333333,0.001455615679977813,0.010666666666666666,0.0033179469449984523,1.6,0.49769204174976783,0.026666666666666665,0.00829486736249613,0.0,0.0,1.54375,0.4366847039933439,1.5704166666666668,0.4448395424951018,0.007322008325718343,0.0002688845280462745
main,dense,correlation_ids,0.05,0.96925,0.0029526119756721134,0.0,0.0,0.9414166666666667,0.005194323262182165,0.0,0.0,0.058583333333333334,0.005194323262182166,0.0,0.0,0.009840277777777778,0.0008810359897329269,0.03075,0.0029526119756721155,0.061625,0.005369906127006831,9.24375,0.8054859190510245,0.1540625,0.013424765317517073,0.0,0.0,9.225,0.8857835927016344,9.3790625,0.8980522486375138,0.009322999860160053,0.0011481648748140766
main,dense,correlation_ids,0.1,0.9291319444444445,0.004899053055586915,0.0,0.0,0.8718333333333333,0.007815489194223823,0.0,0.0,0.12816666666666668,0.007815489194223816,0.0,0.0,0.022194444444444444,0.0013303450919508485,0.07086805555555556,0.004899053055586915,0.13866666666666666,0.008067696034076003,20.8,1.2101544051114,0.3466666666666667,0.020169240085189995,0.0,0.0,21.260416666666668,1.4697159166760747,21.607083333333335,1.4873093150175627,0.011273862444795668,0.000499940775100979
main,dense,correlation_ids,0.2,0.8243194444444445,0.009901018827078618,0.0,0.0,0.7051666666666667,0.01630663768986538,0.0,0.0,0.29483333333333334,0.016306637689865372,0.0,0.0,0.05507638888888889,0.002913174949749715,0.17568055555555556,0.009901018827078605,0.34391666666666665,0.017826117576080814,51.5875,2.673917636412122,0.8597916666666666,0.04456529394020203,0.0,0.0,52.704166666666666,2.970305648123583,53.56395833333333,3.0102525755072373,0.01668554584030062,0.0005636695364513595
main,dense,correlation_ids,0.4,0.5542291666666667,0.012971803889594444,0.0,0.0,0.34675,0.012764454024740256,0.0,0.0,0.65325,0.012764454024740244,0.0,0.0,0.1556736111111111,0.0042778240580013446,0.44577083333333334,0.012971803889594444,0.972125,0.028224086339642657,145.81875,4.233612950946396,2.4303125,0.0705602158491066,0.0,0.0,133.73125,3.891541166878333,136.1615625,3.9511862112264238,0.034343195823021234,0.0013049868183364355
main,dense,ids_plus_timestamps,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008430612622760236,0.002442260546895848
main,dense,ids_plus_timestamps,0.01,0.994875,0.0014418977775070329,0.0,0.0,0.989875,0.002902849477275618,0.0,0.0,0.010125,0.0029028494772756126,0.0,0.0,0.0016875,0.00048380824621260213,0.005125,0.001441897777507035,0.010666666666666666,0.0033179469449984523,1.56875,0.5073068079263485,0.026354166666666668,0.008379123101337538,0.0,0.0,1.5375,0.4325693332521105,1.5638541666666668,0.44077392137288124,0.00954605422448367,0.003107751819246743
main,dense,ids_plus_timestamps,0.05,0.9692430555555556,0.002804142064749612,0.0001644326531085065,0.00023324518647182258,0.9415416666666666,0.005009311505026006,0.0,0.0,0.058458333333333334,0.005009311505026012,0.00015972222222222223,0.0002265433315982131,0.009819444444444445,0.0008479469146771282,0.030597222222222224,0.0029102547175664214,0.061625,0.005369906127006831,8.7875,0.840093196584384,0.1495,0.01363260625179112,0.02395833333333333,0.03398149973973196,9.179166666666667,0.8730764152699262,9.352625,0.8686565918061658,0.010319093591533601,0.0014580836767495988
