p,cov,covsd,false,falsesd,recloss,reclosssd,irrec,irrecsd,fallback,candidates,ed,ed_effort,ed_error,ed_abstention
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.9683055555555555,0.004673727601669447,0.004272144227965179,0.0014513156500181796,0.058208333333333334,0.007103428667228901,0.058208333333333334,0.007103428667228901,0.059583333333333335,8.792416666666666,9.032924166666666,0.14750749999999996,0.6229166666666667,8.2625
5.0,0.8483888888888889,0.008358077299256746,0.023423770066679714,0.003460838355339536,0.2667083333333333,0.009429931659938532,0.2667083333333333,0.009429931659938532,0.2985,42.221125,43.15196125,0.7207112499999994,3.0520833333333335,39.37916666666666
10.0,0.7253333333333334,0.010693675448922482,0.053028947253151854,0.005481063328960952,0.470875,0.012361735315076115,0.470875,0.012361735315076115,0.5914583333333333,79.28904166666666,77.69164041666666,1.3843487499999956,6.092708333333333,70.21458333333334
20.0,0.5309027777777778,0.010648206415638533,0.12061844251914942,0.009603337420418072,0.7352916666666667,0.01043734789082705,0.7352916666666667,0.01043734789082705,1.1325833333333333,135.16654166666666,132.28737375,2.4842487499999986,10.926041666666666,118.87708333333333
40.0,0.29389583333333336,0.009314059023880238,0.302723813112693,0.022370683497035786,0.95325,0.008319725732096585,0.95325,0.008319725732096585,2.0895,187.09675,196.62713416666665,3.960467499999999,19.164583333333333,173.50208333333333
