p,cov,covsd,false,falsesd,recloss,reclosssd,irrec,irrecsd,fallback,candidates,ed,ed_effort,ed_error,ed_abstention
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.9601111111111111,0.0046602399355945194,0.004537898693722337,0.0017712608008894006,0.058875,0.006563204849365654,0.082875,0.008400931965843841,0.09166666666666666,13.4385,11.536468333333334,0.22605166666666668,0.65625,10.654166666666667
5.0,0.8187708333333333,0.007715692446260168,0.02484295056575146,0.003688829688761961,0.2619166666666667,0.014975857764731664,0.3546666666666667,0.014620941482153644,0.4437916666666667,60.02545833333333,52.28362958333334,1.0440462500000018,3.129166666666667,48.110416666666666
10.0,0.6726597222222223,0.011216719870894435,0.05719812521447671,0.007775246159743551,0.46675,0.015159724649939664,0.6032916666666667,0.016389080928600305,0.8687083333333333,106.19254166666667,94.00980041666666,1.9306337499999966,6.122916666666667,85.95625
20.0,0.44834722222222223,0.01019903254148775,0.13646573748297525,0.011298360253698429,0.7433333333333333,0.011666666666666672,0.8715833333333334,0.00857500447547323,1.5711666666666666,157.97641666666667,158.02176416666666,3.150930833333332,10.625,144.24583333333334
40.0,0.2052013888888889,0.006935443728475575,0.2747065922822012,0.025887859748869993,0.9497083333333334,0.007395841055098507,0.9915,0.002189822284439285,1.9825,126.98470833333333,230.01901375,3.2523470833333343,11.672916666666667,215.09375
